Frame,Luma
220,-33.686221064814816
221,-33.79241657021605
222,-33.84849247685185
223,-33.8979547646605
224,-33.81695216049383
225,-33.8301634837963
226,-33.86958526234568
227,-33.88952305169753
228,-33.90341435185185
229,-33.90966145833333
230,-33.923610146604936
231,-33.93808738425926
232,-33.94632233796296
233,-33.97155430169753
234,-33.984304108796294
235,-34.004908854166665
236,-34.01980179398148
237,-34.0262818287037
238,-34.02816358024691
239,-34.038450038580244
240,-34.047129147376545
241,-33.881374903549386
242,-33.9308878279321
243,-33.92817515432099
244,-33.92743682484568
245,-33.912184124228396
246,-33.90641300154321
247,-33.89996527777778
248,-33.901342110339506
249,-33.914610339506176
250,-33.92139708719136
251,-33.907659143518515
252,-33.89170910493827
253,-33.89759403935185
254,-33.90520351080247
255,-33.91187934027778
256,-33.91847897376543
257,-33.9172868441358
258,-33.9139202353395
259,-33.9148755787037
260,-33.91334731867284
261,-33.92494164737654
262,-33.928604841820984
263,-33.9228018904321
264,-33.92959249614198
265,-33.927951388888886
266,-33.88414592978395
267,-33.831792534722226
268,-33.65120418595679
269,-33.6231640625
270,-33.68170717592593
271,-33.721747685185186
272,-33.71255063657407
273,-33.69934220679012
274,-33.56754822530864
275,-33.65111641589506
276,-33.669400077160496
277,-33.675968846450616
278,-33.67709056712963
279,-33.698866705246914
280,-33.705164930555554
281,-33.711369116512344
282,-33.71726032021605
283,-33.72992525077161
284,-33.73963396990741
285,-33.75477189429012
286,-33.76729214891975
287,-33.7656746720679
288,-33.773450520833336
289,-33.78256462191358
290,-33.78926938657408
291,-33.75234085648148
292,-33.72210503472222
293,-33.546496431327164
294,-33.61155140817901
295,-33.62306278935185
296,-33.621280381944445
297,-33.57651765046296
298,-33.62922984182099
299,-33.631767939814814
300,-33.51579812885802
301,-33.50101273148148
302,-33.51827932098765
303,-33.58812982253087
304,-33.546844135802466
305,-33.60671199845679
306,-33.64711902006173
307,-33.55501687885803
308,-33.515602816358026
309,-33.596347415123454
310,-33.55634693287037
311,-33.59726417824074
312,-33.616363329475305
313,-33.54168836805555
314,-33.51240258487654
315,-33.574196566358026
316,-33.49808111496914
317,-33.51996913580247
318,-33.4108699845679
319,-33.41818142361111
320,-33.39917293595679
321,-33.47057291666667
322,-33.43334104938272
323,-33.474801793981484
324,-33.4784944058642
325,-33.380541570216046
326,-33.36991753472222
327,-33.44950761959876
328,-33.40260947145062
329,-33.445500096450616
330,-33.36394675925926
331,-33.334249131944446
332,-33.39709201388889
333,-33.34656008873457
334,-33.39019145447531
335,-33.39360387731482
336,-33.30927806712963
337,-33.27815055941358
338,-33.34372540509259
339,-33.31297550154321
340,-33.36690538194444
341,-33.36128761574074
342,-33.21712191358025
343,-33.18480758101852
344,-33.2532990933642
345,-33.214356674382714
346,-33.248350212191355
347,-33.25915509259259
348,-33.16503375771605
349,-33.163687789351854
350,-33.22830825617284
351,-33.18395302854938
352,-33.22041232638889
353,-33.22865596064815
354,-33.12959056712963
355,-33.1461434220679
356,-33.22507137345679
357,-33.183132716049386
358,-33.22953944830247
359,-33.19028163580247
360,-33.06157214506173
361,-33.059411168981484
362,-33.06346450617284
363,-33.13884307484568
364,-33.09768566743827
365,-33.13948688271605
366,-33.05753858024691
367,-33.04027970679012
368,-32.9874184992284
369,-33.027759452160495
370,-32.959592978395065
371,-32.97353153935185
372,-32.834449266975305
373,-32.8114737654321
374,-32.79288917824074
375,-32.8452768132716
376,-32.79231336805555
377,-32.82343701774691
378,-32.71480565200617
379,-32.69485532407408
380,-32.678279320987656
381,-32.75824893904321
382,-32.73030044367284
383,-32.81398582175926
384,-32.774368730709874
385,-32.7832209683642
386,-32.74639130015432
387,-32.79459249614197
388,-32.81622395833333
389,-32.73291280864198
390,-32.75905044367284
391,-32.93434895833333
392,-32.94008487654321
393,-32.922497588734565
394,-32.888445216049384
395,-32.880679494598766
396,-32.86319540895062
397,-32.86174961419753
398,-32.85437934027778
399,-32.85710117669753
400,-32.87765769675926
401,-32.89592110339506
402,-32.910116705246914
403,-32.899192226080245
404,-32.91299961419753
405,-32.91351658950617
406,-32.92534529320988
407,-32.923203607253086
408,-32.92988329475309
409,-32.93587336033951
410,-32.92947482638889
411,-32.91831163194445
412,-32.8032527970679
413,-32.8669212962963
414,-32.88236593364198
415,-33.051315586419754
416,-33.17576099537037
417,-33.35019917052469
418,-33.39678240740741
419,-33.203422067901236
420,-33.152128665123456
421,-33.21538724922839
422,-33.08660638503086
423,-33.08485677083333
424,-33.15109905478395
425,-33.112459008487654
426,-33.15528694058642
427,-33.155271026234566
428,-33.0603481867284
429,-33.03200038580247
430,-33.09755931712963
431,-33.07552179783951
432,-33.126575520833335
433,-33.14622492283951
434,-33.04391830632716
435,-33.019463252314814
436,-33.083945794753085
437,-33.05025800540123
438,-33.09286458333333
439,-33.10860339506173
440,-33.030978973765436
441,-33.019067322530866
442,-33.08698736496913
443,-33.02432243441358
444,-33.0281640625
445,-33.004477719907406
446,-32.90414207175926
447,-32.817070794753086
448,-32.884030671296294
449,-32.869932484567904
450,-32.86416956018518
451,-32.72215952932099
452,-32.7933950617284
453,-32.83529417438272
454,-32.85158805941358
455,-32.88054012345679
456,-32.89939236111111
457,-32.917208236882715
458,-32.92455680941358
459,-32.95178288966049
460,-32.95635561342593
461,-32.96838879243827
462,-32.97267698688272
463,-32.97175636574074
464,-32.952996238425925
465,-32.9531925154321
466,-32.9662181712963
467,-32.96786168981482
468,-32.97539592978395
469,-32.998489101080246
470,-32.99979841820988
471,-32.98542438271605
472,-32.93226128472222
473,-32.89249758873457
474,-32.7102946566358
475,-32.69736834490741
476,-32.74988136574074
477,-32.7012003279321
478,-32.72403260030864
479,-32.71376012731481
480,-32.599576581790124
481,-32.56731288580247
482,-32.56417100694444
483,-32.635084394290125
484,-32.586188753858025
485,-32.62614583333333
486,-32.512665412808644
487,-32.5041300154321
488,-32.487642264660494
489,-32.556425540123456
490,-32.508886477623456
491,-32.55181086033951
492,-32.544596354166664
493,-32.44414207175926
494,-32.43729890046296
495,-32.539027777777775
496,-32.52004726080247
497,-32.78328559027778
498,-32.781401427469135
499,-32.72104697145062
500,-32.64475935570988
501,-32.64566261574074
502,-32.7021696566358
503,-32.68889708719136
504,-32.67314380787037
505,-32.64240451388889
506,-32.582988522376546
507,-32.51834008487654
508,-32.431952642746914
509,-32.500314911265434
510,-32.606255787037036
511,-32.66714554398148
512,-32.666494984567905
513,-32.59948109567901
514,-32.704258777006174
515,-32.83294511959877
516,-32.90773099922839
517,-32.96477237654321
518,-32.91456983024691
519,-33.03642891589506
520,-33.064891493055555
521,-33.09109278549383
522,-33.12558690200617
523,-33.150792824074074
524,-33.13557581018519
525,-33.004074074074076
526,-33.03059558256173
527,-32.935611014660495
528,-32.93468605324074
529,-32.95408468364197
530,-33.04594762731482
531,-33.065594618055556
532,-33.073773630401234
533,-33.08561149691358
534,-33.08228395061728
535,-33.08420572916667
536,-33.079483989197534
537,-33.09230613425926
538,-33.11092978395062
539,-33.11923852237654
540,-33.13648485725309
541,-33.03268614969136
542,-33.09368152006173
543,-33.098696952160495
544,-33.08289978780864
545,-33.07163676697531
546,-33.05462818287037
547,-33.05188705632716
548,-33.03369357638889
549,-33.023810281635804
550,-33.008385898919755
551,-32.98482494212963
552,-32.91497974537037
553,-32.95400655864198
554,-32.843833912037034
555,-32.83728057484568
556,-32.82608844521605
557,-32.83064429012346
558,-32.76189332561729
559,-32.687270447530864
560,-32.76727044753086
561,-32.68443335262346
562,-32.75905333719136
563,-32.71489776234568
564,-32.76788966049383
565,-32.777305169753085
566,-32.691779031635804
567,-32.69098524305556
568,-32.75787133487654
569,-32.701146797839506
570,-32.74702015817901
571,-32.66322964891975
572,-32.673978587962964
573,-32.66559751157408
574,-32.746475212191356
575,-32.74696952160494
576,-32.764983121141974
577,-32.771609278549384
578,-32.73511477623457
579,-32.694973958333335
580,-32.472120949074075
581,-32.49004726080247
582,-32.61052613811729
583,-32.597279610339505
584,-32.65725308641975
585,-32.579778645833336
586,-32.584048514660495
587,-32.62192611882716
588,-32.720982831790124
589,-32.757622974537036
590,-32.9134659529321
591,-32.96888937114198
592,-32.78245659722222
593,-32.72138792438272
594,-32.685788483796294
595,-32.765322627314816
596,-32.792775366512345
597,-32.80382185570988
598,-32.8139665316358
599,-32.81096884645062
600,-32.814105902777776
601,-32.7249146412037
602,-32.793355999228396
603,-32.71374903549383
604,-32.78593171296296
605,-32.75041763117284
606,-32.78411120756173
607,-32.74571662808642
608,-32.5886009837963
609,-32.545363136574075
610,-32.54865933641975
611,-32.62961130401234
612,-32.6625462962963
613,-32.67233699845679
614,-32.68434268904321
615,-32.68194830246914
616,-32.664440104166665
617,-32.66343846450617
618,-32.65308015046296
619,-32.623945794753084
620,-32.59931037808642
621,-32.59255208333333
622,-32.456418788580244
623,-32.532439718364195
624,-32.545271990740744
625,-32.56037808641975
626,-32.56131269290123
627,-32.5649821566358
628,-32.54755642361111
629,-32.54463011188272
630,-32.54576822916667
631,-32.40919994212963
632,-32.484214891975306
633,-32.4812075617284
634,-32.4502628279321
635,-32.27964168595679
636,-32.25457609953704
637,-32.32428144290123
638,-32.338113425925926
639,-32.36981433256173
640,-32.37939718364198
641,-32.36623119212963
642,-32.341960841049385
643,-32.19788869598766
644,-32.204008005401235
645,-32.31270785108025
646,-32.27536024305556
647,-32.345028935185184
648,-32.362002314814816
649,-32.268190586419756
650,-32.28744550540124
651,-32.380159625771604
652,-32.35371334876543
653,-32.411809413580244
654,-32.437609471450614
655,-32.40963879243827
656,-32.48320650077161
657,-32.36175636574074
658,-32.31125675154321
659,-32.266079764660496
660,-32.340733506944446
661,-32.367157600308644
662,-32.348435570987654
663,-32.31543065200617
664,-32.197700135030864
665,-32.266160300925925
666,-32.26293016975308
667,-32.28014612268519
668,-32.274444926697534
669,-32.27679735725309
670,-32.28221547067901
671,-32.24383632330247
672,-32.19603057484568
673,-32.01108217592593
674,-32.01967496141975
675,-32.15037856867284
676,-32.157919560185185
677,-32.25993103780864
678,-32.19421344521605
679,-32.17028018904321
680,-32.10386863425926
681,-32.11590808256173
682,-32.10861882716049
683,-32.119169560185185
684,-32.11007137345679
685,-32.05485966435185
686,-32.01001253858025
687,-31.83970630787037
688,-31.850870949074075
689,-31.95040412808642
690,-31.904980709876543
691,-31.850930266203704
692,-31.923285108024693
693,-31.84050009645062
694,-31.847881944444445
695,-31.83870707947531
696,-31.908886959876543
697,-31.865774016203705
698,-31.907612364969136
699,-31.907821180555555
700,-31.79023051697531
701,-31.793842592592593
702,-31.859480613425927
703,-31.821934317129628
704,-31.861493055555556
705,-31.903726369598765
706,-31.8663777970679
707,-31.84955150462963
708,-31.91809268904321
709,-31.871099537037036
710,-31.91689911265432
711,-31.90077449845679
712,-31.755548804012346
713,-31.672590663580248
714,-31.70542197145062
715,-31.680566165123455
716,-31.67170524691358
717,-31.50557773919753
718,-31.53907455632716
719,-31.523397955246914
720,-31.519449749228396
721,-31.43081500771605
722,-31.498280767746913
723,-31.518393614969135
724,-31.519902584876544
725,-31.526616030092594
726,-31.52507137345679
727,-31.516456886574073
728,-31.49638599537037
729,-31.51195023148148
730,-31.509286747685184
731,-31.498617380401235
732,-31.479599247685186
733,-31.515346739969136
734,-31.509955150462964
735,-31.521377797067903
736,-31.533326581790124
737,-31.5246981095679
738,-31.492293595679012
739,-31.45478973765432
740,-31.439690393518518
741,-31.272807677469135
742,-31.328383969907406
743,-31.353359857253086
744,-31.378010223765433
745,-31.4012678433642
746,-31.397839988425925
747,-31.39579089506173
748,-31.40740692515432
749,-31.42283275462963
750,-31.45939911265432
751,-31.37235050154321
752,-31.4492081404321
753,-31.489091917438273
754,-31.50244743441358
755,-31.515072820216048
756,-31.533968942901236
757,-31.54760754243827
758,-31.5734268904321
759,-31.606113040123457
760,-31.600098379629628
761,-31.391207561728397
762,-31.172110821759258
763,-31.14380545910494
764,-31.07255353009259
765,-31.113934220679013
766,-31.10619502314815
767,-31.098063753858025
768,-31.093805941358024
769,-31.101464602623455
770,-31.110212673611112
771,-31.125260898919752
772,-31.13974247685185
773,-31.213600019290123
774,-31.381787712191358
775,-31.551359953703702
776,-31.5748543595679
777,-31.73173611111111
778,-31.880857445987655
779,-31.952358217592593
780,-32.07717785493827
781,-32.25043065200617
782,-32.340257523148146
783,-32.46200520833333
784,-32.55617814429012
785,-32.50675154320987
786,-32.56044174382716
787,-32.59509403935185
788,-32.657387635030865
789,-32.749620466820986
790,-32.83860291280864
791,-32.81531298225308
792,-32.77391637731481
793,-32.8180078125
794,-32.80382860725309
795,-32.77622781635802
796,-32.65365451388889
797,-32.640524691358024
798,-32.68036892361111
799,-32.65619068287037
800,-32.49642216435185
801,-32.436480999228394
802,-32.39908613040124
803,-32.48471788194445
804,-32.592064525462966
805,-32.54344714506173
806,-32.494308449074076
807,-32.5232494212963
808,-32.451242766203706
809,-32.23378375771605
810,-32.20731240354938
811,-32.29397907021605
812,-32.2249609375
813,-32.28392361111111
814,-32.249375482253086
815,-32.14619357638889
816,-31.933858506944443
817,-32.040500096450614
818,-32.120469232253086
819,-32.05533757716049
820,-32.00776668595679
821,-31.946952642746915
822,-31.89031394675926
823,-31.93339699074074
824,-31.83389515817901
825,-31.66841290509259
826,-31.37612606095679
827,-31.20776138117284
828,-31.230182291666665
829,-31.359328703703703
830,-31.536023823302468
831,-31.530950038580247
832,-31.58295524691358
833,-31.647321566358023
834,-31.81507137345679
835,-31.85848910108025
836,-31.855243537808644
837,-31.993237364969136
838,-32.22890142746913
839,-32.26456500771605
840,-32.30911699459877
841,-32.522103105709874
842,-32.445780285493825
843,-32.44796875
844,-32.55684558256173
845,-32.61008294753086
846,-32.540503954475305
847,-32.27754147376543
848,-32.16774546682099
849,-32.18190055941358
850,-32.13466483410494
851,-31.94848765432099
852,-31.778402295524693
853,-31.816477141203702
854,-31.78621768904321
855,-31.633063753858025
856,-31.545968846450616
857,-31.602721836419754
858,-31.609906442901234
859,-31.48840374228395
860,-31.450720968364198
861,-31.490321180555554
862,-31.554699074074072
863,-31.34330439814815
864,-31.378344907407406
865,-31.364777681327162
866,-31.426501253858024
867,-31.510635609567903
868,-31.51528115354938
869,-31.410382908950616
870,-31.460068962191357
871,-31.626509452160494
872,-31.59443431712963
873,-31.583477527006174
874,-31.444661458333332
875,-31.538200713734568
876,-31.69298852237654
877,-31.76257957175926
878,-31.702199074074073
879,-31.832446469907406
880,-31.86410976080247
881,-31.86788532021605
882,-31.94933738425926
883,-31.954430941358023
884,-31.859090470679014
885,-31.94215663580247
886,-32.066341145833334
887,-32.20992862654321
888,-32.29277777777778
889,-32.349639274691356
890,-32.30732928240741
891,-32.30577980324074
892,-32.34972270447531
893,-32.44974199459877
894,-32.439603587962964
895,-32.24647183641975
